Product,Quantity,Sale Date,Customer,City,State,Unit Price,Total Value
kid,2,2023-09-14,Teresa Marshall,Elliottmouth,VT,60.23,120.46
war,7,2023-07-03,Peter Fitzgerald,Richardfort,CO,64.57,451.99
American,10,2023-12-08,Alexandra Mccarty,Edwardsport,NC,30.31,303.1
whole,9,2023-06-20,Daniel Rich,Hicksland,IA,44.23,398.07
administration,8,2023-04-25,Laurie Martin,Theresastad,ME,36.76,294.08
low,10,2023-02-08,Miguel Smith,Port Kristen,AS,99.1,991.0
energy,5,2023-05-24,Patrick Smith,Robertstad,MO,61.18,305.9
may,1,2023-08-22,Duane Harris,Harrisonport,NV,64.87,64.87
way,2,2023-05-22,Greg Garcia,Baileyport,TN,95.28,190.56
test,4,2023-04-30,Monica Dunn,Tamarabury,PW,66.3,265.2
paper,5,2023-06-24,Brittany Mejia,South Terriborough,WY,69.44,347.2
country,3,2023-12-18,John Mcdonald,Port Garyborough,AS,31.59,94.77
may,9,2023-12-19,Heather Hunter,Port Stephanie,MA,16.76,150.84
century,1,2023-12-15,Ronald Warren,Mccarthyland,MD,46.77,46.77
skill,10,2023-07-01,Jennifer Hendricks,Whiteport,CA,52.29,522.9
style,1,2023-09-22,Aaron Carter,Walterfurt,FM,30.83,30.83
impact,5,2023-12-18,Andrew Conley,East Alexis,SC,73.27,366.35
method,8,2023-06-30,Miss Cynthia Key,Lake Taylor,IL,16.41,131.28
have,4,2023-12-09,Brent Bell,North James,MI,93.15,372.6
question,10,2023-08-18,John Lopez,North Kevinfurt,MD,69.51,695.1
money,4,2023-02-21,Sean Conner,Port Christopherburgh,AZ,48.26,193.04
radio,9,2023-07-04,Michael Velasquez,Diazside,WI,30.23,272.07
improve,3,2023-11-13,Anthony Cox,Amyburgh,VA,91.76,275.28
raise,3,2023-11-15,Brandon Long,Markfort,NC,16.43,49.29
five,3,2023-12-12,Vicki Gonzalez,Mcintoshton,AS,81.34,244.02
activity,10,2023-02-07,Haley Lin PhD,West Kellybury,IA,77.41,774.1
market,10,2023-06-18,Laura Thomas,Mendezmouth,NH,92.91,929.1
attorney,8,2023-06-22,Jeffrey Cooper,Lake Rachael,MH,21.19,169.52
maybe,5,2023-05-15,Adam Andrade,Port Leon,KS,72.98,364.9
usually,5,2023-03-22,Dr. Denise Anderson,Edwardview,HI,55.04,275.2
senior,8,2023-04-14,Mitchell Perez,East Sherriville,GU,49.4,395.2
see,10,2023-04-02,Mitchell Glenn,New Georgefurt,NJ,13.59,135.9
teacher,7,2023-06-28,Amy Martinez,New Christineport,OR,76.11,532.77
leave,10,2023-07-18,Kimberly Navarro,Rossmouth,NV,32.53,325.3
wait,2,2023-05-12,Margaret Ward,South Jacqueline,DC,30.6,61.2
test,10,2023-04-29,Jessica Miller,Lake Melissatown,NM,62.84,628.4
successful,1,2023-04-25,Melissa Holder MD,Anthonyburgh,ME,99.96,99.96
deep,5,2023-01-03,Heather Hancock,Christinaville,IN,61.86,309.3
check,3,2023-04-22,Judy Obrien MD,Port Deborah,NY,52.35,157.05
seven,8,2023-03-07,Anne Morris,Woodsfort,AL,92.45,739.6
would,3,2023-07-06,Stephanie Edwards,South Toddside,WY,99.73,299.19
ask,7,2023-05-01,Andrew Castro,New Anthony,OH,67.13,469.91
total,8,2023-11-02,Joyce Edwards,Justinmouth,AL,97.21,777.68
natural,8,2023-09-08,Corey Owens,East Carmen,NY,41.32,330.56
either,6,2023-11-02,Dana Castro,East Joshuaberg,WY,38.9,233.4
teacher,2,2023-07-23,Matthew Gonzalez,South Jacob,SD,87.2,174.4
break,6,2023-01-19,April Curtis,Ashleymouth,AS,47.05,282.3
compare,8,2023-07-27,Michael Frank,Lake Elizabeth,MP,35.94,287.52
ahead,7,2023-01-23,Nicholas Pena,Walkerton,NC,83.22,582.54
source,9,2023-12-13,Paul Cole,North Diane,MO,13.3,119.7
behind,2,2023-05-29,Christopher Williams,Kimberlychester,FM,38.31,76.62
bad,6,2023-03-20,Kathleen Martinez,Lake Lisamouth,NM,20.43,122.58
people,7,2023-07-01,Mr. Christopher Johnson,New Savannahmouth,WI,87.84,614.88
address,1,2023-08-28,John Davis,Mariachester,CO,69.19,69.19
name,9,2023-07-28,Thomas Conway,New Eric,OR,51.58,464.22
activity,1,2023-02-20,Amber Jackson,Lake Jacobstad,NJ,26.88,26.88
however,6,2023-08-19,Mario Jordan,West Brittany,OK,66.04,396.24
should,8,2023-10-29,Cheryl Lara,Lisaville,ME,66.29,530.32
both,1,2023-04-22,Victor Lewis,Lake Christophertown,OR,28.32,28.32
middle,9,2023-09-12,Angela Reyes,North Taylor,PW,21.79,196.11
opportunity,5,2023-05-01,Crystal Cole,Maystad,WY,49.43,247.15
opportunity,8,2023-07-30,Jonathan Keith,Amyshire,NJ,20.93,167.44
such,10,2023-09-05,Chad Dean,Scottshire,CA,81.94,819.4
him,3,2023-04-30,Jackie Brown,Rodriguezside,NM,37.97,113.91
have,1,2023-12-22,Susan Walker,Jonesview,ID,59.7,59.7
American,2,2023-02-08,Daniel Ward,Lake Donna,SD,30.22,60.44
mind,2,2023-01-03,George Baker,Cobbland,MA,51.53,103.06
add,2,2023-04-18,Xavier Brewer,New Cory,ID,68.29,136.58
far,3,2023-02-09,James Cain,New Carolyn,TX,54.85,164.55
force,5,2023-09-12,Nicole Reed,Mariashire,WI,55.8,279.0
article,5,2023-06-19,Arthur Cole,Schultzland,KY,47.39,236.95
culture,8,2023-07-27,Stephanie Powell,West Megan,PR,98.22,785.76
somebody,4,2023-10-10,David Jimenez,Lake Nancyburgh,SC,51.11,204.44
but,3,2023-08-04,Ashley Bruce,Lake Adam,MH,44.52,133.56
through,10,2023-03-19,Jeremy Boone,Port James,WI,55.74,557.4
player,3,2023-09-25,Anne Copeland,Lake Markmouth,DC,87.76,263.28
into,5,2023-05-23,Jeffrey Hamilton,East Shelby,OH,79.54,397.7
PM,7,2023-08-01,Mr. Caleb Cox,South Thomas,MD,40.59,284.13
industry,9,2023-08-02,Amy Medina,West Robertville,TN,34.05,306.45
institution,1,2023-01-01,Wendy Brown,Markchester,SC,35.46,35.46
edge,5,2023-01-25,Cindy Grant,New Kellyfort,ME,85.37,426.85
direction,10,2023-05-07,Shane Sanders,New Emilyshire,WY,99.9,999.0
different,8,2023-07-04,Tyler Murray,Tammychester,NM,87.87,702.96
order,8,2023-12-13,Joseph Miles,Patrickport,WI,58.47,467.76
role,6,2023-08-30,Kenneth Davis,Lake Anthony,NC,39.92,239.52
production,9,2023-08-20,Edward Higgins MD,North Brian,HI,43.95,395.55
be,6,2022-12-25,Richard Phillips,Jamesmouth,NH,88.26,529.56
agent,4,2023-08-21,Lauren Campbell,Carolineborough,MP,61.46,245.84
heart,4,2023-12-07,Tracy Hall Jr.,Port Carlyshire,OR,87.04,348.16
look,7,2023-07-30,Darlene Perry,Lake Chaseborough,AK,13.93,97.51
artist,8,2023-09-01,Gina Barton,Pamelaburgh,KS,73.47,587.76
guy,7,2023-02-23,Alyssa Harrison,North Sarah,IA,44.75,313.25
work,3,2023-09-11,Patrick Harper,Wagnerland,ND,54.58,163.74
cover,1,2023-12-24,Stephanie Hart,East Vickie,CA,21.36,21.36
east,10,2023-01-13,Patricia Gomez,Robertfurt,IL,39.88,398.8
week,2,2023-11-03,Parker Estes,West Jason,OH,88.68,177.36
general,8,2023-06-29,Manuel Osborne,Port Jimmyborough,MN,18.97,151.76
without,8,2023-04-15,Diane Huff,Laneville,WI,11.38,91.04
ground,3,2023-09-07,Amber Fisher,Batesville,WA,46.9,140.7
center,3,2023-06-02,Brooke Hart,South John,MN,16.73,50.19
floor,5,2023-08-15,Lauren Smith,North Laurastad,FM,40.47,202.35
executive,7,2023-11-02,Aaron Anderson,Vincentfurt,MP,68.49,479.43
treatment,6,2023-08-29,Terry Jones,New Katie,DC,86.71,520.26
pay,9,2023-06-30,Calvin Young,Paulfort,WA,44.2,397.8
book,6,2023-02-16,Anthony Day PhD,Clarkchester,TN,66.41,398.46
commercial,8,2023-05-17,Tracy Thompson,Tracyburgh,OH,88.51,708.08
act,1,2023-04-12,Carol Gay,Port Toni,ME,65.57,65.57
kitchen,4,2023-10-22,Nathan Cannon,Grahamport,NV,66.8,267.2
book,5,2023-07-06,Isabella Neal,New Edward,UT,99.77,498.85
various,2,2023-04-06,Crystal Perkins,West Robert,WA,49.06,98.12
morning,2,2023-07-26,Mr. Thomas Perez,New Racheltown,TN,78.43,156.86
still,2,2023-02-28,Lisa Suarez,Jenkinsborough,NH,49.93,99.86
purpose,5,2023-03-31,Stephanie Perez,Port Christopher,MS,91.31,456.55
few,1,2023-02-23,James Moreno,Richardmouth,KY,39.19,39.19
their,1,2023-02-18,Angela Young,Andreastad,NV,36.4,36.4
yet,6,2023-01-27,Susan Thornton,Gillton,RI,48.76,292.56
expert,4,2023-07-28,Melissa Tucker,North Valeriefort,CO,57.8,231.2
care,10,2023-12-14,Matthew Hanson,Hamptonton,LA,71.36,713.6
by,3,2022-12-28,Rachel Cuevas,New Josephview,NY,25.3,75.9
result,2,2023-02-26,Courtney Hoffman,East Jonathan,NJ,64.85,129.7
again,7,2023-08-26,William Cowan,South Robertbury,OK,65.77,460.39
fight,4,2023-11-06,Jessica Carpenter,Shepardstad,PR,54.79,219.16
those,10,2023-06-29,Cindy Carlson,North Austinmouth,ID,22.88,228.8
place,8,2023-09-11,Ryan Ali,Walkershire,AS,67.41,539.28
often,8,2023-02-18,Cynthia Howard,New Michael,IL,32.98,263.84
black,1,2023-10-03,Brent Meyer,New Paul,DE,90.9,90.9
sign,8,2023-04-09,Michael Taylor,Ashleyside,OK,91.11,728.88
against,9,2023-03-30,Bradley Walsh,Adamsberg,VA,24.22,217.98
democratic,8,2023-06-14,John Kelly,Lake Danielmouth,NY,95.07,760.56
some,10,2023-01-14,Abigail Pittman,Port Tammy,MT,36.92,369.2
report,7,2023-09-21,Ronald Joseph MD,Hallmouth,AZ,72.13,504.91
majority,8,2023-08-29,Andrea Hunt,Danielsberg,PA,86.08,688.64
room,4,2023-10-19,Lisa Wilcox,Kathyburgh,MT,99.94,399.76
early,8,2023-12-09,Monica Vargas,Thompsonmouth,MO,19.6,156.8
care,7,2023-12-13,Samuel Jensen,Williamsbury,RI,61.47,430.29
attack,10,2023-08-09,Frank Greene,Lake Jessica,RI,36.63,366.3
place,5,2023-10-05,Sabrina Powell,Tabithachester,PW,11.97,59.85
anything,7,2023-07-07,Steven Hansen,Kristachester,MS,34.7,242.9
wife,10,2023-12-22,Russell Yates,Donovanborough,CT,87.86,878.6
wear,1,2023-07-04,Kelsey Miller,North William,VI,91.96,91.96
week,8,2023-12-23,Claire White,Debraside,AL,84.96,679.68
commercial,5,2023-05-15,Roberto Lawrence,Port Juliemouth,TX,79.82,399.1
risk,4,2023-03-31,Douglas Hernandez,Lake Heather,AL,64.64,258.56
either,6,2023-08-26,Joshua Williams,Lake Cliffordborough,NJ,29.71,178.26
visit,4,2022-12-31,Charles Jones,Justinchester,MT,65.88,263.52
music,3,2023-05-24,Ashley Nixon,Perezville,HI,66.54,199.62
per,1,2023-07-23,Robert Swanson,Richardbury,OH,37.8,37.8
general,8,2023-04-23,Christine Schwartz,Rogerbury,NJ,13.0,104.0
people,6,2023-06-29,Michael Rodriguez,West Melanie,KS,75.91,455.46
claim,2,2023-12-16,Christina Stephens,North Yolandaland,SC,91.87,183.74
part,6,2023-04-07,Colleen Long,Warrenfort,TX,77.27,463.62
business,3,2023-08-22,Mrs. Jennifer Reynolds,North Robertfurt,KS,28.07,84.21
tax,9,2023-06-05,Christopher Rodriguez,Timothyview,AZ,88.88,799.92
individual,6,2023-11-30,Tami Grant,Port John,MD,57.78,346.68
last,5,2023-05-10,Matthew Smith,Martinezshire,ND,84.74,423.7
product,5,2023-04-08,Vincent Barrera,North Andrew,CO,92.26,461.3
difficult,8,2023-02-16,Alan Lowe,South Olivialand,LA,97.06,776.48
some,5,2023-03-26,Calvin Kelly,Elizabethbury,PR,77.19,385.95
civil,6,2023-12-09,Julie Ray,Garrettland,VA,82.38,494.28
discover,8,2023-01-30,Dana Smith,Douglashaven,IN,96.66,773.28
now,3,2023-03-20,Angel Harvey PhD,North Kelliside,AK,77.87,233.61
house,4,2023-12-17,Derek Martin,Russoborough,VA,87.41,349.64
economy,7,2023-10-19,Sean Wilson,Whitneymouth,MI,97.05,679.35
imagine,9,2023-05-19,Theodore Velazquez,West Andrew,MS,42.92,386.28
relate,7,2023-11-08,Elizabeth Robinson,South Joshua,UT,11.25,78.75
door,9,2023-09-20,Kurt Carter,Ruthside,NY,21.12,190.08
send,6,2023-05-20,Lori Pena,Mendozaburgh,FM,70.55,423.3
performance,5,2023-10-19,Ashley Mercado,Potterfort,MS,62.61,313.05
food,6,2023-05-31,Kathryn Rodriguez,Port Johnhaven,MS,19.75,118.5
store,4,2023-11-03,Kathleen Johnson,Port Colleen,WY,52.43,209.72
scene,10,2023-08-28,Justin Kelly,Amandaport,VI,89.58,895.8
though,9,2023-11-05,David Allen,Port Luis,WV,39.52,355.68
base,10,2023-04-16,Kimberly Weber,East Nathaniel,VT,29.92,299.2
media,2,2023-02-04,Ernest Woodward,Brownton,FM,67.19,134.38
arm,8,2023-10-17,Kenneth Williams,Jessicaport,MT,91.84,734.72
listen,5,2023-09-14,Kathryn Irwin,Butlerview,OR,68.43,342.15
pressure,2,2023-01-13,David Bowman,Maldonadoton,FM,22.58,45.16
answer,1,2023-03-05,Laura Evans,New Justin,CO,37.39,37.39
purpose,8,2023-08-26,Matthew Sanchez,Adamburgh,MP,20.45,163.6
difficult,4,2023-07-09,David Allen,New Gabrielmouth,HI,89.85,359.4
system,3,2023-04-29,Jonathan Green,Martinfurt,GA,44.98,134.94
must,6,2023-07-20,Matthew Brown,Lake Curtismouth,WA,70.34,422.04
behind,9,2023-01-18,Patricia Ross,New Loganfort,NE,47.72,429.48
produce,3,2023-10-03,Chase Rodgers,Lisabury,DC,89.69,269.07
fund,2,2023-03-29,Taylor Guzman,New Rachelhaven,UT,85.03,170.06
stay,10,2023-12-12,Bryan Cole,Harrisonberg,CA,46.73,467.3
believe,5,2023-11-27,Rachael Atkinson,Lake Ericville,RI,12.94,64.7
note,6,2023-03-25,Brian Massey,Jamesberg,MI,29.55,177.3
herself,8,2023-05-24,Patrick Holmes,North Cynthiahaven,NJ,95.55,764.4
unit,6,2023-06-15,Joseph Carrillo,East Jared,UT,18.94,113.64
group,6,2023-01-08,Caitlin Johnston,Johnside,MI,59.0,354.0
start,6,2023-07-13,William Singleton,South Briannaland,DC,15.45,92.7
TV,5,2023-05-30,Lisa Robinson,West Patrickland,ND,27.08,135.4
exist,2,2023-03-19,James Smith,Stephanieton,DC,95.41,190.82
strong,8,2023-10-04,Mrs. Kimberly Thomas,West Tracyborough,WV,18.25,146.0
skill,4,2023-07-30,Brittany Baxter,Port Matthew,FM,67.75,271.0
people,10,2023-06-05,Tony Johnson,West Erica,WA,97.4,974.0
base,1,2023-04-17,Deborah Browning,Jensenburgh,SD,80.81,80.81
study,4,2023-05-20,Philip Stein,Parkerside,MT,98.99,395.96
else,10,2023-01-20,James Anderson,Ashleystad,AS,28.47,284.7
protect,9,2023-09-08,Brad Nelson,Lake Melissaview,RI,28.64,257.76
join,4,2023-06-02,Dawn Guzman,Gloriaport,WV,83.17,332.68
consumer,4,2023-12-12,Scott Parks,Aprilmouth,PW,39.57,158.28
show,3,2023-10-18,Angela Blackwell,Lake Louishaven,MO,80.98,242.94
least,10,2023-04-04,Daniel Phillips,West Lisa,IL,10.26,102.6
series,3,2023-09-19,James Horn,South Heatherfurt,MH,98.88,296.64
blue,9,2023-03-31,Terry Hayes,Lake Charles,AK,32.56,293.04
and,3,2023-03-12,Travis Pruitt,Taylorfort,OR,19.89,59.67
hour,1,2023-01-02,Christopher Diaz,New Amychester,NV,21.86,21.86
boy,6,2023-03-05,David Butler,West Christopher,VI,81.1,486.6
organization,4,2023-05-07,Jeremiah Crawford,Port Bryan,AL,63.0,252.0
course,1,2023-06-30,Tonya Stein,Freemanton,PW,25.68,25.68
still,1,2023-09-29,Sharon Christian,Jayborough,MD,21.41,21.41
real,7,2023-04-02,Jonathan Ramos,Andreaborough,OH,57.35,401.45
respond,2,2023-07-21,Jo Moreno,Lake Erik,VI,52.86,105.72
drive,6,2023-08-15,Sherry Ellis,Timothyfort,NJ,56.19,337.14
somebody,2,2023-07-22,Benjamin Alvarado,Port Alice,HI,50.68,101.36
let,4,2023-01-17,Johnny Romero,Lake Debra,DC,95.09,380.36
check,1,2023-02-10,Jeanette Parks,West William,OR,75.45,75.45
reduce,9,2023-07-22,Joshua Martinez,Briantown,MA,37.15,334.35
choice,1,2023-10-21,Kenneth Jensen,Christinaland,AK,15.47,15.47
cultural,8,2023-03-14,Paul Jones,Bartonshire,MO,86.26,690.08
yeah,7,2023-10-10,Summer Thomas,West Justinstad,OR,71.75,502.25
song,8,2023-03-21,Russell Christian,Racheltown,MT,74.12,592.96
machine,8,2023-01-05,Angela Farrell,South Garyfort,NV,16.61,132.88
authority,2,2023-10-05,Andrea Hardy DDS,South Taylorside,LA,38.99,77.98
pretty,3,2023-04-26,Brian Wilkins,West Kendra,IL,15.91,47.73
left,5,2023-03-25,Michelle Sims,West Kristinfurt,WV,66.19,330.95
truth,10,2023-01-12,Glenn Martinez,New Kathleen,HI,59.35,593.5
bit,6,2023-02-08,Jonathan Stephenson,Danielmouth,NE,44.28,265.68
necessary,10,2023-07-10,James Beltran,Lake Tylershire,OK,57.75,577.5
throughout,8,2023-10-07,Angela Becker,Timothyfurt,OK,55.5,444.0
cold,7,2022-12-28,Julie Nelson,Schmidtville,WA,18.93,132.51
language,2,2023-09-26,Lindsay Weber,Graystad,GU,86.75,173.5
mean,9,2023-10-24,Deanna Smith,Lake Samanthaburgh,MD,74.88,673.92
structure,4,2023-05-30,James Mann,East Reneeshire,CO,48.71,194.84
brother,4,2022-12-30,Cassandra Fleming,Wandamouth,NM,47.24,188.96
eight,8,2023-11-28,Daisy Hale,New Marcobury,NM,45.89,367.12
middle,2,2023-06-27,Carl Robertson,West Jean,AR,38.13,76.26
issue,6,2023-02-06,Carla Smith,Howellmouth,NM,69.86,419.16
rise,6,2023-05-27,Michael Potts,East Yvette,MP,95.82,574.92
up,8,2023-01-21,Matthew Gilmore,West Jenna,NE,16.04,128.32
three,2,2023-11-22,Colin Hamilton,East Charles,MA,18.39,36.78
away,2,2023-03-03,Darlene Lee,North Toddshire,MN,77.01,154.02
entire,6,2023-05-11,Elizabeth Thomas,South Michael,NY,83.06,498.36
operation,9,2022-12-26,Lisa Brown,Benitezchester,DC,15.4,138.6
name,9,2023-06-23,Allison Stone,Cassandraville,RI,60.55,544.95
must,2,2023-10-31,Anne Mason,Gordonland,SD,46.97,93.94
goal,7,2023-05-07,John Mullins,North Mariah,DE,88.13,616.91
identify,1,2023-06-19,Brianna Cole,Deanside,MH,97.16,97.16
six,10,2023-05-02,Heather Evans,Port Donnaview,WA,38.12,381.2
heavy,2,2023-01-09,Sheena Ayers,South Andreachester,NV,62.01,124.02
note,4,2023-06-05,Rebecca Dickson,West Joshua,MI,23.93,95.72
way,8,2023-07-04,Courtney Gomez,North Michaelbury,MI,30.18,241.44
resource,2,2023-09-22,Christian Estes,Port Alantown,WY,41.51,83.02
tell,9,2023-09-21,Tammy Sanchez,West Henry,KS,43.08,387.72
a,5,2023-11-12,Kenneth Andrade,Kellyport,MT,61.67,308.35
peace,7,2023-06-15,Eric Harris,Livingstonland,NJ,86.06,602.42
property,10,2023-01-21,Andrea Christian,South Kimville,PR,65.22,652.2
know,9,2023-03-06,Jeffery Velez,North Sarah,HI,12.36,111.24
among,5,2023-07-10,Michelle Perez,South Donna,OR,12.61,63.05
whether,5,2023-09-14,Debra Moss,West Alexisland,HI,73.24,366.2
there,5,2023-03-02,Brittany Ellison,New Ian,CA,92.94,464.7
song,6,2023-01-19,Mark Johnson,East Catherineburgh,TN,10.55,63.3
pass,3,2023-04-07,Joseph Richards,Harrisville,NV,60.97,182.91
series,7,2023-02-02,Benjamin Knight,New Julie,PW,16.26,113.82
program,1,2023-12-12,Courtney Clarke,Codyshire,SD,18.26,18.26
collection,9,2023-03-05,Olivia Murphy,Smithland,MT,29.36,264.24
join,7,2023-05-31,Jason Oconnor,Ryanbury,LA,50.83,355.81
ahead,3,2023-11-05,Candace Joseph,East Georgeborough,CA,43.3,129.9
watch,6,2023-09-23,Andre Weaver,Austinville,NY,79.92,479.52
music,10,2023-01-14,Breanna Reynolds,Hoganhaven,MS,63.66,636.6
mission,1,2022-12-26,Dr. Breanna Mitchell,Juliamouth,MA,24.0,24.0
blue,10,2023-08-09,James Hernandez,Lake Robertstad,CO,14.48,144.8
become,2,2023-11-27,Jane Hall,Coxchester,AL,34.49,68.98
shake,7,2023-08-07,Vincent Peters,Micheleton,VA,53.71,375.97
class,8,2023-06-27,Jennifer Gomez,Lake Daniel,AR,47.28,378.24
stuff,4,2023-10-13,Steven Baird,New Catherineview,MN,77.94,311.76
discover,2,2023-09-07,Jim Hayden,Lake Nicholas,LA,41.07,82.14
save,2,2023-01-08,Ricky Rivera,East Jesus,AL,35.49,70.98
phone,10,2023-12-14,Trevor Williams,West Stephanie,CO,53.8,538.0
moment,5,2023-10-05,Christopher Warren,Grahamside,SC,14.09,70.45
politics,7,2023-01-10,David Gibson,Monicachester,AK,98.6,690.2
especially,1,2023-08-06,Clifford Perez,East Ebonyborough,TN,10.69,10.69
language,5,2023-11-01,Rachel Bryant,Port Cynthiaside,KS,95.08,475.4
kind,3,2023-01-12,Sarah Serrano,Evansshire,NE,78.77,236.31
prepare,5,2023-11-11,Michael Harrison,Beverlyland,RI,39.53,197.65
strategy,1,2023-07-03,Rachel Webster,West Matthew,DC,54.76,54.76
deep,7,2023-06-09,Michelle Smith,Reedchester,MO,25.81,180.67
trip,7,2023-02-08,Daniel Johnston,Hawkinsbury,WV,57.93,405.51
father,4,2023-04-07,Angela Jackson,East Melissaville,FL,55.02,220.08
month,6,2023-03-03,Dana Charles,Jorgeport,NH,16.49,98.94
what,1,2023-03-16,Mrs. Kimberly Michael,East Kennethside,FL,49.26,49.26
one,8,2023-08-19,Cynthia Evans,Cabreraberg,AR,92.9,743.2
middle,6,2023-09-23,Lindsay Lowe,Crawfordville,MN,61.82,370.92
mission,10,2023-04-28,Jeffrey Howell,Joanmouth,MH,46.4,464.0
project,7,2023-01-09,Zachary Jackson,Jessicamouth,WI,36.06,252.42
blood,7,2023-10-06,Heidi Johnson,Martinezton,AL,11.88,83.16
way,6,2023-08-04,Marcus Dickerson,Michaelstad,NJ,25.47,152.82
while,10,2023-08-26,Carolyn Combs,Taylormouth,VT,51.41,514.1
structure,6,2023-01-02,Kyle Fleming,Johnsonborough,VA,17.93,107.58
remember,2,2023-06-20,Michael Petty,Jesusfurt,IN,31.9,63.8
almost,10,2023-05-28,Steven Boyd,East Dannyshire,ID,46.04,460.4
show,2,2023-03-25,Megan Hernandez,Lake Cristina,MP,45.62,91.24
glass,5,2023-10-04,Christopher Martin,South Tiffany,MP,77.12,385.6
think,4,2023-07-17,Katelyn Soto,Johnsontown,MO,39.98,159.92
military,3,2023-05-09,Daniel Schmidt,Whitakerchester,WV,16.87,50.61
seek,2,2023-12-07,Cheryl Aguirre,Sloanport,VT,57.75,115.5
black,4,2023-09-22,Jennifer Hill,East Gary,ND,91.53,366.12
increase,6,2023-11-11,Charlotte Murphy,Lake Daniel,NH,41.6,249.6
report,3,2022-12-28,Kristi Willis,Brucefort,VA,31.26,93.78
itself,3,2023-07-14,Denise Olson,Ginabury,IA,33.04,99.12
kind,3,2023-04-09,Benjamin Sampson,Lake Joseph,PA,64.22,192.66
management,2,2023-11-09,Larry Garcia,Peterberg,WY,25.94,51.88
learn,8,2023-08-02,Joe Jones,South Michelle,SD,51.76,414.08
dinner,10,2023-03-03,James Lucas,Kennethport,IN,78.39,783.9
bill,8,2023-10-21,Rebecca Jones,Port Carlaton,FM,71.3,570.4
sign,10,2023-09-05,Courtney Johnson,East Robinmouth,MA,67.87,678.7
environment,10,2023-10-02,Jamie Gibbs,Tammyside,CT,39.09,390.9
president,6,2023-10-10,Cathy Wade,Port Angelaburgh,FM,23.59,141.54
article,2,2023-08-03,Allen Cantu,Cherylstad,MO,52.2,104.4
dinner,5,2023-10-31,David Bryant,Ronaldview,NE,81.67,408.35
article,10,2023-06-02,Stacey Leach,Grosschester,NC,15.06,150.6
just,9,2023-02-19,Amy Williams,New Jacob,NJ,16.68,150.12
likely,8,2023-08-28,Paul Roberts,North Susan,IL,50.67,405.36
word,1,2023-10-26,Danielle Jones,West Anna,MI,43.19,43.19
born,5,2023-08-28,Laura Valenzuela,Campbelltown,LA,16.91,84.55
standard,2,2023-09-30,Lisa Lopez,Davidton,WA,65.35,130.7
father,9,2023-05-24,Renee Burnett,Johnsonview,PR,44.6,401.4
show,10,2023-02-03,Kelly Cook,North Adam,TX,59.89,598.9
this,1,2023-01-24,Brady Scott,Gonzalezview,CA,50.48,50.48
full,10,2023-02-19,William Griffith,Robertsfurt,MA,68.67,686.7
sure,6,2023-05-29,Matthew Turner,Lake Jessicaville,CT,64.45,386.7
size,9,2023-09-13,Tanya Rodriguez,Perezchester,RI,23.58,212.22
military,1,2023-05-16,Sarah Velez,East Williamville,AK,50.55,50.55
financial,6,2023-10-25,Jennifer Black,North Courtneyberg,PW,98.41,590.46
continue,2,2023-04-30,Crystal Parker,Robbinston,GU,55.41,110.82
perhaps,3,2023-11-20,Nicole Patton,Moorebury,AS,13.52,40.56
would,8,2023-02-21,Sandra Glass,Frenchville,AR,99.19,793.52
parent,9,2023-12-15,Jasmin Flores,Monicamouth,AK,57.05,513.45
camera,3,2023-08-30,Ryan Mcneil,Sanchezport,MA,42.75,128.25
green,5,2023-01-30,Angela Schultz,New Elizabethland,SC,44.87,224.35
people,6,2023-04-14,Alexis Murray,Lake Marvinmouth,DE,71.1,426.6
